1756819908	-0.000000	-0.016708	-0.014420	0.995178	-0.468140	-0.005188	-0.140991	1.328430	9.999390	-0.016479	-0.018082	0.993347	-0.403442	-0.006714	-0.139465	1.332703	9.999390	-0.013962	-0.017395	0.999756	-0.960785	-0.003967	-0.142517	1.333313	9.999390	-0.015335	-0.017395	0.994263	-0.796112	-0.004578	-0.144043	1.330872	9.999390
1756819909	-0.000000	-0.016479	-0.014648	0.995178	-0.475159	-0.005188	-0.141296	1.328125	9.999390	-0.016251	-0.017853	0.992432	-0.406189	-0.006714	-0.139465	1.332092	9.999390	-0.013962	-0.016937	0.998840	-0.983978	-0.004578	-0.142822	1.333008	9.999390	-0.014648	-0.017624	0.994263	-0.815247	-0.004883	-0.144348	1.330566	9.999390
1756819910	-0.000000	-0.016937	-0.014420	0.995178	-0.485535	-0.004883	-0.140991	1.328430	9.999390	-0.016479	-0.018082	0.993347	-0.411072	-0.006409	-0.139465	1.332703	9.999390	-0.014191	-0.017166	0.999756	-1.009491	-0.004578	-0.142517	1.333618	9.999390	-0.015106	-0.017395	0.994263	-0.840759	-0.004578	-0.144043	1.330872	9.999390
1756819911	-0.000000	-0.016708	-0.014420	0.996094	-0.492859	-0.004883	-0.140991	1.327820	9.999390	-0.016251	-0.018082	0.993347	-0.413208	-0.006409	-0.139465	1.332092	9.999390	-0.013733	-0.017166	0.999756	-1.022827	-0.003967	-0.142212	1.333313	9.999390	-0.015335	-0.017395	0.994263	-0.861633	-0.004578	-0.143738	1.330261	9.999390
1756819912	-0.000000	-0.017166	-0.014420	0.995178	-0.500183	-0.005188	-0.140991	1.328430	9.999390	-0.016479	-0.017853	0.992432	-0.416870	-0.006409	-0.139160	1.332703	9.999390	-0.013962	-0.017166	0.999756	-1.030945	-0.004272	-0.142517	1.333923	9.999390	-0.015106	-0.017395	0.994263	-0.882507	-0.004578	-0.144348	1.330872	9.999390
1756819913	-0.000000	-0.016937	-0.014648	0.994263	-0.506592	-0.005188	-0.140991	1.328735	9.999390	-0.016251	-0.018311	0.992432	-0.420532	-0.006714	-0.139465	1.332703	9.999390	-0.013962	-0.017166	0.998840	-1.037323	-0.004272	-0.142822	1.333618	9.999390	-0.014877	-0.017624	0.993347	-0.905121	-0.004578	-0.144348	1.330872	9.999390
1756819914	-0.000000	-0.016708	-0.014420	0.996094	-0.509949	-0.004883	-0.140991	1.328430	9.999390	-0.016251	-0.017853	0.993347	-0.421448	-0.006714	-0.139465	1.332703	9.999390	-0.014191	-0.017166	1.000671	-1.037323	-0.004272	-0.142517	1.333923	9.999390	-0.015335	-0.017395	0.995178	-0.919037	-0.004883	-0.144043	1.330872	9.999390
1756819915	-0.000000	-0.016708	-0.014420	0.996094	-0.513000	-0.005188	-0.141296	1.328735	9.999390	-0.016251	-0.018082	0.993347	-0.423889	-0.006409	-0.139771	1.332703	9.999390	-0.014191	-0.017166	0.999756	-1.038483	-0.004272	-0.142822	1.333618	9.999390	-0.015106	-0.017624	0.994263	-0.933533	-0.004272	-0.144043	1.331482	9.999390
1756819916	-0.000000	-0.016937	-0.014420	0.995178	-0.515137	-0.005188	-0.141296	1.328430	9.999390	-0.016251	-0.018311	0.993347	-0.425720	-0.006409	-0.138855	1.332703	9.999390	-0.014191	-0.017395	0.999756	-1.037903	-0.003967	-0.142517	1.333618	9.999390	-0.015335	-0.017624	0.994263	-0.944550	-0.004272	-0.143738	1.330872	9.999390
1756819917	-0.000000	-0.016708	-0.014648	0.995178	-0.516052	-0.005188	-0.140991	1.328735	9.999390	-0.016251	-0.018082	0.993347	-0.426636	-0.006714	-0.139160	1.332703	9.999390	-0.013962	-0.017166	0.998840	-1.037323	-0.004578	-0.142517	1.333923	9.999390	-0.015106	-0.017853	0.994263	-0.954407	-0.004578	-0.144043	1.331177	9.999390
